Numero de iteracoes: 10
Erro: 1.12573e-07
Tempo de Resolucao do Problema: 199.16 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19	Grupo de Energia 20
0	0.00211951	0.00211416	0.00217242	0.0119301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.2	0.00219514	0.00223727	0.00234388	0.0131894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.4	0.00227098	0.00235912	0.00251162	0.014552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.6	0.00234768	0.00248318	0.00268453	0.0160535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.8	0.00242568	0.00261109	0.00286542	0.017714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0.00250529	0.00274369	0.00305549	0.0195536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.2	0.00258669	0.0028814	0.00325542	0.0215945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.4	0.00266996	0.00302439	0.00346561	0.0238614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.6	0.00275509	0.00317254	0.00368605	0.0263821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.8	0.00284194	0.00332516	0.00391559	0.0291864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0.00293023	0.00348041	0.00414897	0.0322969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.2	0.00305389	0.00370537	0.00449816	0.036836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.4	0.00318458	0.00394977	0.00488675	0.0421105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.6	0.00332223	0.00421234	0.00531121	0.0482376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.8	0.00346694	0.00449335	0.0057733	0.0553789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	0.00361891	0.00479362	0.00627566	0.0637361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.2	0.00377844	0.00511412	0.00682126	0.0735636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.4	0.00394589	0.00545587	0.0074132	0.0851875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.6	0.00412169	0.00581987	0.00805462	0.0990348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3.8	0.00430629	0.006207	0.0087485	0.115679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	0.0045001	0.00661802	0.00949728	0.135916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.2	0.00470326	0.00705348	0.0103023	0.160893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.4	0.00491506	0.00751355	0.0111627	0.192341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.6	0.00513265	0.00799742	0.012076	0.23301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.8	0.00534834	0.00850228	0.0130637	0.286759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	0.00552764	0.00892503	0.0138859	0.400222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.2	0.00578976	0.00954484	0.0151005	0.533659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.4	0.00605603	0.0101604	0.0162981	0.588532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.6	0.00628992	0.0106801	0.0172843	0.631127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5.8	0.0064895	0.0111227	0.0181274	0.661305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	0.00665486	0.0114907	0.0188239	0.683565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.2	0.00678739	0.0117872	0.0193819	0.699892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.4	0.00688831	0.0120142	0.0198074	0.711587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.6	0.00695849	0.0121733	0.0201054	0.719455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6.8	0.00699849	0.0122655	0.0202795	0.723991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	0.00700858	0.0122916	0.0203318	0.725467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.2	0.00698877	0.0122515	0.0202625	0.723968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.4	0.0069388	0.0121448	0.0200705	0.719407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.6	0.00685816	0.0119702	0.019753	0.711512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7.8	0.00674594	0.0117261	0.0193052	0.699784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	0.00660071	0.01141	0.0187205	0.683415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.2	0.0064204	0.0110188	0.0179907	0.661101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.4	0.00620212	0.0105474	0.0171041	0.630848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.6	0.00594308	0.00998848	0.016058	0.588135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8.8	0.00564017	0.00930753	0.0147709	0.533132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	0.00532085	0.00853455	0.0132437	0.398974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.2	0.00487896	0.00748542	0.0111909	0.242838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.4	0.00447474	0.00661871	0.0096039	0.186977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.6	0.00412518	0.0058985	0.00830481	0.140124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9.8	0.00381521	0.005265	0.00718368	0.109162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	0.00353732	0.00470824	0.00622983	0.0857276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.2	0.00328549	0.00421595	0.0054095	0.068108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.4	0.00305588	0.00377972	0.00470286	0.0544972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.6	0.00284567	0.00339225	0.00409232	0.0438798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10.8	0.00265272	0.00304743	0.00356388	0.035508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	0.00247526	0.00274005	0.00310577	0.0288557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.2	0.00231179	0.00246565	0.00270817	0.0235349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.4	0.002161	0.00222038	0.00236272	0.0192555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.6	0.00202172	0.00200088	0.00206232	0.0157977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11.8	0.00189292	0.00180426	0.0018009	0.0129923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	0.00177367	0.00162795	0.00157325	0.0107083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.2	0.00166314	0.00146972	0.00137488	0.00884305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.4	0.00156057	0.00132761	0.00120193	0.00731551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.6	0.00146529	0.00119987	0.00105107	0.00606149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12.8	0.00137669	0.00108497	0.000919413	0.00502974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	0.00129422	0.000981536	0.000804465	0.00417916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.2	0.00121737	0.000888364	0.000704058	0.00347665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.4	0.0011457	0.000804377	0.000616312	0.00289547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.6	0.00107877	0.000728611	0.000539584	0.00241387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13.8	0.0010162	0.000660184	0.000472462	0.0020143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	0.000957555	0.000598148	0.000413384	0.00168169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.2	0.000889906	0.000529019	0.00034942	0.00134622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.4	0.000827869	0.000468594	0.000296038	0.00107986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.6	0.000770786	0.000415424	0.000250976	0.000867168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14.8	0.000718154	0.000368566	0.000212938	0.000697223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	0.000669559	0.000327221	0.000180773	0.000561152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.2	0.000624637	0.000290701	0.00015355	0.000452076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.4	0.000583067	0.000258413	0.00013049	0.000364524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.6	0.000544564	0.000229843	0.000110944	0.000294171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15.8	0.000508868	0.000204543	9.4364e-05	0.000237579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	0.000475749	0.000182121	8.02937e-05	0.000192013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.2	0.000444995	0.000162238	6.83466e-05	0.000155291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.4	0.000416417	0.000144593	5.81976e-05	0.000125673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.6	0.000389842	0.000128926	4.95722e-05	0.000101765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16.8	0.000365112	0.000115006	4.22387e-05	8.24525e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	0.000342085	0.000102633	3.60011e-05	6.6841e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.2	0.00032063	9.16267e-05	3.06937e-05	5.42131e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.4	0.000300628	8.18326e-05	2.61761e-05	4.39923e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.6	0.000281971	7.31124e-05	2.23295e-05	3.5715e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17.8	0.000264557	6.53447e-05	1.90532e-05	2.90078e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	0.000248295	5.84222e-05	1.62617e-05	2.357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.2	0.000233102	5.225e-05	1.38825e-05	1.91593e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.4	0.0002189	4.67444e-05	1.18542e-05	1.55798e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.6	0.000205617	4.18312e-05	1.01244e-05	1.26736e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18.8	0.000193187	3.74447e-05	8.64873e-06	1.0313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	0.00018155	3.35265e-05	7.38946e-06	8.39473e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.2	0.000170649	3.00249e-05	6.31443e-06	6.83512e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.4	0.000160429	2.68937e-05	5.39628e-06	5.56666e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.6	0.000150837	2.40916e-05	4.61127e-06	4.53377e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19.8	0.000141813	2.1581e-05	3.94045e-06	3.6935e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
